No,Intent,Category,Question
1410,tuition_fee,Tuition Fee,When is my fee payment due?
1411,tuition_fee,Tuition Fee,University payment information
1412,tuition_fee,Tuition Fee,How can I settle my fees?
1413,tuition_fee,Tuition Fee,Where can I find fee information?
1414,tuition_fee,Tuition Fee,What is the deadline for fee payment?
1415,tuition_fee,Tuition Fee,I want to check my tuition fees
1416,tuition_fee,Tuition Fee,Help me with tuition payment
1417,tuition_fee,Tuition Fee,What are the online payment channels for university fees?
1418,tuition_fee,Tuition Fee,How can I check my remaining tuition fee balance?
1419,tuition_fee,Tuition Fee,Can I pay my tuition fees in monthly installments?
1420,tuition_fee,Tuition Fee,What is the late penalty fee for overdue tuition payments?
1421,tuition_fee,Tuition Fee,Where do I upload my payment receipt for tuition?
1422,tuition_fee,Tuition Fee,Can I pay my semester fees using online banking FPX?
1423,tuition_fee,Tuition Fee,How do I request an official tuition fee receipt?
1424,tuition_fee,Tuition Fee,When is the final cut-off date to clear outstanding fees?
1425,tuition_fee,Tuition Fee,Where can I view my fee breakdown for this semester?
1426,tuition_fee,Tuition Fee,What happens if I miss the tuition payment deadline?
1427,tuition_fee,Tuition Fee,Can I pay my tuition fees at the finance counter directly?
1428,tuition_fee,Tuition Fee,How do I check if my tuition payment was received?
1429,tuition_fee,Tuition Fee,What is the total fee for this academic semester?
1430,tuition_fee,Tuition Fee,Where do I apply for a fee payment deferment?
1431,tuition_fee,Tuition Fee,How can I get an invoice for my tuition fees?
1432,tuition_fee,Tuition Fee,How do I apply for a tuition fee refund?
1433,tuition_fee,Tuition Fee,What is the refund policy if I withdraw?
1434,tuition_fee,Tuition Fee,Can I get a refund after withdrawing from a course?
1435,tuition_fee,Tuition Fee,How long does a fee refund take to process?
1436,tuition_fee,Tuition Fee,What happens to my fees if I drop out?
1437,tuition_fee,Tuition Fee,"I want to withdraw from my programme, what about my fees?"
1438,tuition_fee,Tuition Fee,Is there a refund if I cancel my enrolment?
1439,tuition_fee,Tuition Fee,What is the withdrawal deadline for a fee refund?
1440,tuition_fee,Tuition Fee,Who do I contact about a refund request?
1441,tuition_fee,Tuition Fee,How much of my tuition fee is refundable?
1442,tuition_fee,Tuition Fee,Do I get a partial refund for a late withdrawal?
1443,tuition_fee,Tuition Fee,What documents do I need for a tuition refund?
1444,tuition_fee,Tuition Fee,Tuition fee
1445,tuition_fee,Tuition Fee,Fee payment
1446,tuition_fee,Tuition Fee,Pay fees
1447,tuition_fee,Tuition Fee,Outstanding balance
1448,tuition_fee,Tuition Fee,Fee deadline
1449,tuition_fee,Tuition Fee,How do I settle my university fees?
1450,tuition_fee,Tuition Fee,How do I make a fee payment?
1451,tuition_fee,Tuition Fee,Can I pay my tuition through the portal?
1452,tuition_fee,Tuition Fee,How do I check my fee balance?
1453,tuition_fee,Tuition Fee,Where can I see outstanding fees?
1454,tuition_fee,Tuition Fee,When do I need to pay tuition?
1455,tuition_fee,Tuition Fee,What is the tuition payment procedure?
1456,tuition_fee,Tuition Fee,Who can help with tuition payments?
1457,tuition_fee,Tuition Fee,Can I get a fee receipt?
1458,tuition_fee,Tuition Fee,How do I ask about a fee refund?
1459,tuition_fee,Tuition Fee,Can I pay my university fees online?
1460,tuition_fee,Tuition Fee,What happens if I miss a fee payment?
1461,tuition_fee,Tuition Fee,Where do I get my tuition invoice?
1462,tuition_fee,Tuition Fee,How can I confirm my payment?
1463,tuition_fee,Tuition Fee,I need help with my tuition payment
1464,tuition_fee,Tuition Fee,Can someone help with university fees?
1465,tuition_fee,Tuition Fee,I have a question about paying tuition
1466,counselling_booking,Counselling Booking,I want to book counselling
1467,counselling_booking,Counselling Booking,How can I book a counselling appointment?
1468,counselling_booking,Counselling Booking,Book a counsellor
1469,counselling_booking,Counselling Booking,Counselling appointment
1470,counselling_booking,Counselling Booking,I need a counselling appointment
1471,counselling_booking,Counselling Booking,Can I schedule a counselling session?
1472,counselling_booking,Counselling Booking,Where can I book counselling?
1473,counselling_booking,Counselling Booking,How do I meet a university counsellor?
1474,counselling_booking,Counselling Booking,I want to see a counsellor
1475,counselling_booking,Counselling Booking,Counsellor appointment booking
1476,counselling_booking,Counselling Booking,How can I schedule counselling?
1477,counselling_booking,Counselling Booking,Can I make an appointment with a counsellor?
1478,counselling_booking,Counselling Booking,Where is the counselling service?
1479,counselling_booking,Counselling Booking,I need help booking counselling
1480,counselling_booking,Counselling Booking,How do I contact the counsellor?
1481,counselling_booking,Counselling Booking,I would like a counselling session
1482,counselling_booking,Counselling Booking,Can students book counselling?
1483,counselling_booking,Counselling Booking,Counselling service appointment
1484,counselling_booking,Counselling Booking,I need to talk to a counsellor
1485,counselling_booking,Counselling Booking,Book a student counselling session
1486,counselling_booking,Counselling Booking,How do I schedule an appointment with a mental health counsellor?
1487,counselling_booking,Counselling Booking,Is student counselling free of charge at the university?
1488,counselling_booking,Counselling Booking,Where is the student counselling unit located?
1489,counselling_booking,Counselling Booking,Can I book a confidential counselling session online?
1490,counselling_booking,Counselling Booking,How do I speak with a counsellor regarding exam stress?
1491,counselling_booking,Counselling Booking,What are the available slots for individual counselling?
1492,counselling_booking,Counselling Booking,Can I request a female or male counsellor?
1493,counselling_booking,Counselling Booking,How can counselling services help with personal issues?
1494,counselling_booking,Counselling Booking,Where can I find psychological support on campus?
1495,counselling_booking,Counselling Booking,How do I contact the campus mental health team?
1496,counselling_booking,Counselling Booking,Are counselling sessions kept completely private?
1497,counselling_booking,Counselling Booking,How can I reschedule my counselling appointment?
1498,counselling_booking,Counselling Booking,Can I walk in for emergency counselling without booking?
1499,counselling_booking,Counselling Booking,"I need someone to talk to about anxiety, how to book?"
1500,counselling_booking,Counselling Booking,What services does the counselling centre offer students?
1501,counselling_booking,Counselling Booking,Book counselling
1502,counselling_booking,Counselling Booking,Counselling
1503,counselling_booking,Counselling Booking,Talk to counsellor
1504,counselling_booking,Counselling Booking,Need someone to talk to
1505,counselling_booking,Counselling Booking,How can I arrange a counselling session?
1506,counselling_booking,Counselling Booking,Can I book a student counselling appointment?
1507,counselling_booking,Counselling Booking,I would like to speak to a counsellor
1508,counselling_booking,Counselling Booking,Where can I schedule counselling?
1509,counselling_booking,Counselling Booking,How do I make a counselling booking?
1510,counselling_booking,Counselling Booking,I need to talk to someone at counselling
1511,counselling_booking,Counselling Booking,Can I get a mental health appointment?
1512,counselling_booking,Counselling Booking,How do I contact the counselling centre?
1513,counselling_booking,Counselling Booking,Where is the counselling centre?
1514,counselling_booking,Counselling Booking,Can I request a counselling session?
1515,counselling_booking,Counselling Booking,Who do I contact for personal counselling?
1516,counselling_booking,Counselling Booking,I want to see a student counsellor
1517,counselling_booking,Counselling Booking,How can I schedule an appointment with a counsellor?
1518,it_support,It Support,I need IT support
1519,it_support,It Support,How can I contact IT?
1520,it_support,It Support,Computer problem
1521,it_support,It Support,Technical support
1522,it_support,It Support,Contact IT department
1523,it_support,It Support,I need technical help
1524,it_support,It Support,Where can I get IT assistance?
1525,it_support,It Support,How do I contact technical support?
1526,it_support,It Support,University IT help
1527,it_support,It Support,I have a computer problem
1528,it_support,It Support,IT service desk
1529,it_support,It Support,Where is the IT support office?
1530,it_support,It Support,How can IT help me?
1531,it_support,It Support,I need help with university technology
1532,it_support,It Support,Technical issue
1533,it_support,It Support,Who should I contact for computer problems?
1534,it_support,It Support,IT department contact
1535,it_support,It Support,I need assistance with my computer
1536,it_support,It Support,Can IT help me?
1537,it_support,It Support,Where can I report an IT problem?
1538,it_support,It Support,Where is the IT helpdesk counter located on campus?
1539,it_support,It Support,How do I submit an IT support ticket for computer issues?
1540,it_support,It Support,Can IT help me install required software on my laptop?
1541,it_support,It Support,What is the email contact for technical IT assistance?
1542,it_support,It Support,"My laptop screen is broken, can IT support take a look?"
1543,it_support,It Support,How do I report a broken printer or PC in the computer lab?
1544,it_support,It Support,Who can help fix software errors on my student laptop?
1545,it_support,It Support,What are the operating hours of the IT service desk?
1546,it_support,It Support,Can IT help me set up student email on my smartphone?
1547,it_support,It Support,How do I get technical assistance for university systems?
1548,it_support,It Support,Where can I find an IT technician on campus?
1549,it_support,It Support,Can the IT department help clean viruses from my PC?
1550,it_support,It Support,Who should I report a system bug on student portal to?
1551,it_support,It Support,What software license keys does the university provide?
1552,it_support,It Support,How fast does IT support respond to ticket inquiries?
1553,it_support,It Support,IT support
1554,it_support,It Support,Computer help
1555,it_support,It Support,Tech issue
1556,it_support,It Support,IT helpdesk
1557,it_support,It Support,Where do I go for technical support?
1558,it_support,It Support,Who handles university IT problems?
1559,it_support,It Support,Where is the IT help desk?
1560,it_support,It Support,Can I get help with Moodle?
1561,it_support,It Support,Who can help with my computer issue?
1562,it_support,It Support,Where can I get help with technical issues?
1563,it_support,It Support,I need support for a university system
1564,it_support,It Support,Which office handles IT support?
1565,it_support,It Support,Who can assist with login or system issues?
1566,it_support,It Support,Can the IT desk help with WiFi problems?
1567,it_support,It Support,I need help with a technical service
1568,scholarship,Scholarship,How can I apply for scholarship?
1569,scholarship,Scholarship,Scholarship information
1570,scholarship,Scholarship,Are there any scholarships?
1571,scholarship,Scholarship,Financial aid
1572,scholarship,Scholarship,Scholarship application
1573,scholarship,Scholarship,How do I get a scholarship?
1574,scholarship,Scholarship,What scholarships are available?
1575,scholarship,Scholarship,Can students apply for scholarships?
1576,scholarship,Scholarship,Where can I apply for financial aid?
1577,scholarship,Scholarship,Scholarship requirements
1578,scholarship,Scholarship,What are the scholarship eligibility requirements?
1579,scholarship,Scholarship,How can I find scholarships?
1580,scholarship,Scholarship,University scholarship opportunities
1581,scholarship,Scholarship,Where can I get scholarship information?
1582,scholarship,Scholarship,Are there financial assistance programmes?
1583,scholarship,Scholarship,I need information about scholarships
1584,scholarship,Scholarship,Can I get financial support?
1585,scholarship,Scholarship,How do I apply for financial assistance?
1586,scholarship,Scholarship,What financial aid does the university provide?
1587,scholarship,Scholarship,Tell me about university scholarships
1588,scholarship,Scholarship,What CGPA requirement is needed to maintain my scholarship?
1589,scholarship,Scholarship,Where can I find the application form for financial bursaries?
1590,scholarship,Scholarship,When is the application deadline for university scholarships?
1591,scholarship,Scholarship,Are there any merit-based scholarships for current students?
1592,scholarship,Scholarship,How do I submit supporting documents for financial aid?
1593,scholarship,Scholarship,Where is the scholarship and financial assistance office?
1594,scholarship,Scholarship,Can international students apply for university bursaries?
1595,scholarship,Scholarship,How do I check the status of my scholarship application?
1596,scholarship,Scholarship,What partial or full scholarships are currently open?
1597,scholarship,Scholarship,Does the university offer PTPTN or government loan advice?
1598,scholarship,Scholarship,How do I apply for emergency financial assistance?
1599,scholarship,Scholarship,What criteria are required for sports scholarships?
1600,scholarship,Scholarship,When will the scholarship disbursement be credited?
1601,scholarship,Scholarship,Where can I read the terms for fee discount scholarships?
1602,scholarship,Scholarship,Can I hold two scholarships at the same time?
1603,scholarship,Scholarship,Scholarship info
1604,scholarship,Scholarship,Apply for scholarship
1605,scholarship,Scholarship,Bursary
1606,scholarship,Scholarship,Where can I apply for a scholarship?
1607,scholarship,Scholarship,What financial aid can students get?
1608,scholarship,Scholarship,Where can I find scholarship information?
1609,scholarship,Scholarship,Can I apply for a bursary?
1610,scholarship,Scholarship,Is PTPTN support available?
1611,scholarship,Scholarship,Who handles scholarship applications?
1612,scholarship,Scholarship,What are the requirements for financial aid?
1613,scholarship,Scholarship,How do I request a bursary?
1614,scholarship,Scholarship,Which office handles scholarships?
1615,scholarship,Scholarship,Are there financial aid options for students?
1616,scholarship,Scholarship,Where can I get help with scholarship forms?
1617,scholarship,Scholarship,How can I check scholarship eligibility?
1618,scholarship,Scholarship,I need scholarship information
1619,scholarship,Scholarship,I have a question about financial aid
1620,scholarship,Scholarship,Can someone help me find scholarship information?
1621,help,Help,What can you do?
1622,help,Help,What can I ask you?
1623,help,Help,Help me
1624,help,Help,What services do you provide?
1625,help,Help,How can you help me?
1626,help,Help,What questions can I ask?
1627,help,Help,What information can you provide?
1628,help,Help,What are your functions?
1629,help,Help,What can this chatbot do?
1630,help,Help,How does this chatbot help students?
1631,help,Help,What topics can I ask about?
1632,help,Help,Tell me what you can do
1633,help,Help,What university services can you help with?
1634,help,Help,Do you provide general help to students?
1635,help,Help,What features do you have?
1636,help,Help,Show me your functions
1637,help,Help,What can I use you for?
1638,help,Help,Which questions can you answer?
1639,help,Help,How can this assistant help me?
1640,help,Help,Give me a list of things you can help with
1641,help,Help,List all topics you can assist me with.
1642,help,Help,What features can I ask this AI assistant?
1643,help,Help,Show me the main menu of chatbot capabilities.
1644,help,Help,What automated services can this assistant perform?
1645,help,Help,How to use this chatbot effectively?
1646,help,Help,Are you available to explain your supported topics?
1647,help,Help,Can I ask what topics this chatbot supports?
1648,help,Help,Can you explain how this assistant can help me?
1649,help,Help,Please show the help menu and supported services
1650,help,Help,What type of question can I ask this chatbot?
1651,help,Help,I want to know this assistant's capabilities
1652,help,Help,Which campus questions are supported by this chatbot?
1653,help,Help,Give me an overview of the services you can answer
1654,help,Help,How do I use the chatbot help function?
1655,help,Help,Help
1656,help,Help,Menu
1657,help,Help,Options
1658,help,Help,Commands
1659,help,Help,What can you help me with?
1660,help,Help,What university topics can I ask about?
1661,help,Help,Which services are supported?
1662,help,Help,Can you show me the help options?
1663,help,Help,What can this assistant answer?
1664,help,Help,What kinds of student questions can I ask?
1665,help,Help,Which campus services can you provide information about?
1666,help,Help,Show me what this chatbot can do
1667,help,Help,What information is available here?
1668,help,Help,What university questions are supported?
1669,help,Help,Can you list the topics you know?
1670,help,Help,What can I use this chatbot for?
1671,hostel,Hostel,How can I apply for hostel?
1672,hostel,Hostel,Hostel application
1673,hostel,Hostel,Where is the student hostel?
1674,hostel,Hostel,How do I get hostel accommodation?
1675,hostel,Hostel,Can I apply for university accommodation?
1676,hostel,Hostel,Hostel registration
1677,hostel,Hostel,Student accommodation
1678,hostel,Hostel,Where can I apply for hostel?
1679,hostel,Hostel,How much is hostel accommodation?
1680,hostel,Hostel,Hostel fees
1681,hostel,Hostel,Are hostel rooms available?
1682,hostel,Hostel,How can I reserve a hostel room?
1683,hostel,Hostel,University accommodation information
1684,hostel,Hostel,Student residence
1685,hostel,Hostel,Where do students stay?
1686,hostel,Hostel,How do I apply for student housing?
1687,hostel,Hostel,Hostel application deadline
1688,hostel,Hostel,What are the hostel requirements?
1689,hostel,Hostel,Can first year students stay in hostel?
1690,hostel,Hostel,I need information about university hostel
1691,hostel,Hostel,What is the monthly rental rate for hostel rooms?
1692,hostel,Hostel,Are air-conditioned rooms available in the student hostel?
1693,hostel,Hostel,How do I apply for on-campus hostel accommodation?
1694,hostel,Hostel,When is the check-in date for new hostel residents?
1695,hostel,Hostel,What facilities are included in the student dormitory?
1696,hostel,Hostel,Where is the hostel management office located?
1697,hostel,Hostel,Can I choose my roommate for the university hostel?
1698,hostel,Hostel,What is the curfew time for student accommodation?
1699,hostel,Hostel,How do I request a hostel room maintenance repair?
1700,hostel,Hostel,Is cooking allowed inside the student hostel rooms?
1701,hostel,Hostel,What items should I bring when moving into the hostel?
1702,hostel,Hostel,How do I apply for hostel refund upon check-out?
1703,hostel,Hostel,Are single occupancy rooms available in campus housing?
1704,hostel,Hostel,What are the rules and regulations for hostel residents?
1705,hostel,Hostel,Where can visitors park at the student hostel blocks?
1706,hostel,Hostel,Hostel
1707,hostel,Hostel,Accommodation
1708,hostel,Hostel,Apply hostel
1709,hostel,Hostel,Dorm info
1710,hostel,Hostel,How do I apply for accommodation?
1711,hostel,Hostel,Where is the hostel office?
1712,hostel,Hostel,Can I book a hostel room?
1713,hostel,Hostel,Where is student accommodation?
1714,hostel,Hostel,How much does student housing cost?
1715,hostel,Hostel,Who manages hostel rooms?
1716,hostel,Hostel,How do I request a hostel room?
1717,hostel,Hostel,What are the accommodation options?
1718,hostel,Hostel,Where is the TAR UMT Hostel?
1719,hostel,Hostel,How do I get to the hostel?
1720,hostel,Hostel,Can I stay in the student accommodation blocks?
1721,hostel,Hostel,Where are the accommodation blocks?
1722,hostel,Hostel,How do I contact the hostel office?
1723,hostel,Hostel,When can I apply for hostel accommodation?
1724,hostel,Hostel,Where is TAR UMT Hostel?
1725,hostel,Hostel,How do I get to TAR UMT Hostel?
1726,hostel,Hostel,Which gate is closest to TAR UMT Hostel?
1727,hostel,Hostel,Can students use TAR UMT Hostel?
1728,hostel,Hostel,Where is Student Accommodation Blocks (DK Series)?
1729,hostel,Hostel,How do I get to Student Accommodation Blocks (DK Series)?
1730,hostel,Hostel,Which gate is closest to Student Accommodation Blocks (DK Series)?
1731,hostel,Hostel,Can students use Student Accommodation Blocks (DK Series)?
1732,hostel,Hostel,I need accommodation information
1733,hostel,Hostel,I have a question about hostel
1734,hostel,Hostel,Can someone help with student accommodation?
1735,student_services,Student Services,What student services are available?
1736,student_services,Student Services,Student affairs services
1737,student_services,Student Services,What services can students use?
1738,student_services,Student Services,Where is student affairs?
1739,student_services,Student Services,How can Student Affairs help me?
1740,student_services,Student Services,Student service information
1741,student_services,Student Services,What does Student Affairs do?
1742,student_services,Student Services,Where can I get student support?
1743,student_services,Student Services,Student support services
1744,student_services,Student Services,What administrative support is available from Student Affairs?
1745,student_services,Student Services,Where can students ask for help?
1746,student_services,Student Services,Student affairs office
1747,student_services,Student Services,How do I contact Student Affairs?
1748,student_services,Student Services,What university student services are available?
1749,student_services,Student Services,Can Student Affairs help me?
1750,student_services,Student Services,Where can I get administrative help?
1751,student_services,Student Services,Student administration support
1752,student_services,Student Services,I need student services
1753,student_services,Student Services,How can I contact student services?
1754,student_services,Student Services,Tell me about student support
1755,student_services,Student Services,Where can I request an official university status letter?
1756,student_services,Student Services,How do I get an official academic transcript printed?
1757,student_services,Student Services,Where is the student welfare and administrative counter?
1758,student_services,Student Services,How can Student Affairs help with student club activities?
1759,student_services,Student Services,Where do I submit forms for leave of absence?
1760,student_services,Student Services,What administrative support is provided at the student center?
1761,student_services,Student Services,How do I request verification letters for visa or insurance?
1762,student_services,Student Services,Where do I collect official university documents?
1763,student_services,Student Services,How can I register a new student society or club?
1764,student_services,Student Services,Where is the student welfare office located?
1765,student_services,Student Services,Who assists with international student visa renewal support?
1766,student_services,Student Services,Where do I go for student insurance claims inquiries?
1767,student_services,Student Services,How do I apply for an official transcript copy?
1768,student_services,Student Services,Where can I drop off student administrative forms?
1769,student_services,Student Services,What services are available at the student affairs front desk?
1770,student_services,Student Services,How do I contact the student welfare department?
1771,student_services,Student Services,Where can I get help with student club event approval?
1772,student_services,Student Services,Can Student Affairs issue an enrollment verification letter?
1773,student_services,Student Services,Where can I inquire about campus transport services?
1774,student_services,Student Services,How do I file a general student complaint or feedback?
1775,student_services,Student Services,Where is the student administration counter located?
1776,student_services,Student Services,What help does student affairs offer for lost items?
1777,student_services,Student Services,How do I update my residential address in university records?
1778,student_services,Student Services,Where do I get endorsement for student concession forms?
1779,student_services,Student Services,Who can provide administrative support for deferment?
1780,student_services,Student Services,Student Services opening hours
1781,student_services,Student Services,When is Student Services open?
1782,student_services,Student Services,Student Affairs office hours
1783,student_services,Student Services,Is Student Services open today?
1784,student_services,Student Services,Student services operating hours
1785,student_services,Student Services,What time does Student Services open?
1786,student_services,Student Services,What time does Student Services close?
1787,student_services,Student Services,Student Services Centre hours
1788,student_services,Student Services,What can Student Affairs help me with?
1789,student_services,Student Services,Where is the Student Services Centre?
1790,student_services,Student Services,Where can I request an official letter?
1791,student_services,Student Services,Who handles student administration?
1792,student_services,Student Services,What services are provided by student affairs?
1793,student_services,Student Services,Where can students get administrative support?
1794,student_services,Student Services,Can Student Affairs help me with my student ID?
1795,student_services,Student Services,Which office handles student welfare?
1796,student_services,Student Services,Where can I ask about official documents?
1797,student_services,Student Services,What does the Student Services Centre do?
1798,parking,Parking,Where can students park?
1799,parking,Parking,Student parking
1800,parking,Parking,Where is the university parking?
1801,parking,Parking,Can students use campus parking?
1802,parking,Parking,Parking information
1803,parking,Parking,Where can I park my car?
1804,parking,Parking,Is student parking available?
1805,parking,Parking,How do I apply for a parking permit?
1806,parking,Parking,Parking permit
1807,parking,Parking,Where can I get a parking sticker?
1808,parking,Parking,Campus parking rules
1809,parking,Parking,Where is the student car park?
1810,parking,Parking,Can I park on campus?
1811,parking,Parking,How much is campus parking?
1812,parking,Parking,University parking area
1813,parking,Parking,Where can I park my motorcycle?
1814,parking,Parking,Motorcycle parking
1815,parking,Parking,Parking application
1816,parking,Parking,What are the parking regulations?
1817,parking,Parking,Tell me about campus parking
1818,parking,Parking,How much does a student parking pass cost per semester?
1819,parking,Parking,Where can I register my vehicle plate number for parking?
1820,parking,Parking,Are there designated parking bays for motorcycles?
1821,parking,Parking,What is the penalty for parking without a valid permit?
1822,parking,Parking,Is overnight parking permitted in the campus carpark?
1823,parking,Parking,Where is the visitor parking area located on campus?
1824,parking,Parking,How do I pay for campus parking using my touch n go?
1825,parking,Parking,Why was my car clamped at the student carpark?
1826,parking,Parking,Where can I find available parking slots in Block A?
1827,parking,Parking,What time do campus parking gates open in the morning?
1828,parking,Parking,Are there electric vehicle charging stations on campus?
1829,parking,Parking,How do I appeal a campus parking fine ticket?
1830,parking,Parking,Where do I renew my seasonal student parking sticker?
1831,parking,Parking,Is parking free on campus during weekends?
1832,parking,Parking,Which zone is designated for student car parking?
1833,parking,Parking,Parking
1834,parking,Parking,Campus parking
1835,parking,Parking,Where to park
1836,parking,Parking,Where can I park my car on campus?
1837,parking,Parking,Where is student car parking?
1838,parking,Parking,Where are the student parking lots?
1839,parking,Parking,Can students park near Gate 1?
1840,parking,Parking,Is parking available near the sports complex?
1841,parking,Parking,Where is motorcycle parking?
1842,parking,Parking,Where can staff park?
1843,parking,Parking,Where is the staff car park?
1844,parking,Parking,How do I find a student parking lot?
1845,parking,Parking,Where is parking near Block PA?
1846,parking,Parking,Where can I park near East Campus?
1847,parking,Parking,Which gate is convenient for student parking?
1848,parking,Parking,Where can I park a motorcycle on campus?
1849,parking,Parking,Where are the campus parking areas?
1850,parking,Parking,Where is Student Parking?
1851,parking,Parking,How do I get to Student Parking?
1852,parking,Parking,Which gate is closest to Student Parking?
1853,parking,Parking,Can students use Student Parking?
1854,parking,Parking,Where is Staff Parking?
1855,parking,Parking,How do I get to Staff Parking?
1856,parking,Parking,Which gate is closest to Staff Parking?
1857,parking,Parking,Can students use Staff Parking?
1858,parking,Parking,How do I get to Motorcycle Parking?
1859,parking,Parking,Which gate is closest to Motorcycle Parking?
1860,parking,Parking,Can students use Motorcycle Parking?
1861,parking,Parking,I need information about campus parking
1862,parking,Parking,Can someone help me find parking?
1863,parking,Parking,I have a question about student parking
1864,printing,Printing,Where can I print documents?
1865,printing,Printing,Can I print on campus?
1866,printing,Printing,Where is the printer?
1867,printing,Printing,Printing service
1868,printing,Printing,How can I print documents?
1869,printing,Printing,Where can students print?
1870,printing,Printing,Is there a printing shop on campus?
1871,printing,Printing,Where can I photocopy documents?
1872,printing,Printing,Can I photocopy at the library?
1873,printing,Printing,Printing facilities
1874,printing,Printing,How much does printing cost?
1875,printing,Printing,Where can I print my assignment?
1876,printing,Printing,I need to print a document
1877,printing,Printing,Where can I scan documents?
1878,printing,Printing,Printing and photocopying service
1879,printing,Printing,Can students use the library printer?
1880,printing,Printing,Where is the campus printing service?
1881,printing,Printing,How do I print from a university computer?
1882,printing,Printing,Is printing available in the computer lab?
1883,printing,Printing,Tell me where I can print
1884,printing,Printing,Where can I find a photocopy machine on campus?
1885,printing,Printing,How do I reload credit on my campus printing account?
1886,printing,Printing,Is there a 3D printing service available in the engineering lab?
1887,printing,Printing,Where can I scan paper documents to PDF on campus?
1888,printing,Printing,How much does black and white printing cost per page?
1889,printing,Printing,Where can I print colour posters or slides?
1890,printing,Printing,Can I print assignments directly from a USB flash drive?
1891,printing,Printing,Where is the print shop for binding assignment reports?
1892,printing,Printing,How do I connect my laptop to the library printer network?
1893,printing,Printing,Where can I get laminating or Comb binding services?
1894,printing,Printing,Is there a self-service printing kiosk in Block B?
1895,printing,Printing,Where can I buy paper or print hard copies?
1896,printing,Printing,How do I send print jobs from my phone to the campus printer?
1897,printing,Printing,What are the charges for A3 size printing on campus?
1898,printing,Printing,Where can students make photocopies of textbook pages?
1899,printing,Printing,Where is the nearest scanner machine for student use?
1900,printing,Printing,Can I print my final project report in the computer lab?
1901,printing,Printing,Where is the dedicated document printing station located?
1902,printing,Printing,How do I top up my student card balance for printing?
1903,printing,Printing,Where can I print double-sided assignment pages?
1904,printing,Printing,Is there a printing quota given to students each term?
1905,printing,Printing,Where can I photocopy my ID card copy on campus?
1906,printing,Printing,How do I clear a paper jam on the library printer?
1907,printing,Printing,Where is the photocopy machine in the main building?
1908,printing,Printing,Where can I scan multi-page documents to my email?
1909,printing,Printing,Is colour printing available at the computer laboratory?
1910,printing,Printing,Where can I get fast printing and binding for my thesis?
1911,printing,Printing,How do I use the web printing portal to upload files?
1912,printing,Printing,Printing
1913,printing,Printing,Print documents
1914,printing,Printing,Photocopy
1915,printing,Printing,Where to print
1916,printing,Printing,Where can I print an assignment?
1917,printing,Printing,Is there a printer on campus?
1918,printing,Printing,Can students print in the library?
1919,printing,Printing,Where can I print near the library?
1920,printing,Printing,How do I use the campus printing service?
1921,printing,Printing,Is photocopying available?
1922,printing,Printing,Where can I print study materials?
1923,printing,Printing,Can I print my coursework on campus?
1924,printing,Printing,Where is the nearest place to print?
1925,printing,Printing,How much does campus printing cost?
1926,printing,Printing,Can I make copies of documents on campus?
1927,printing,Printing,Where are the printing facilities?
1928,printing,Printing,I need help with campus printing
1929,printing,Printing,Where can I get printing support?
1930,printing,Printing,Can someone tell me about printing facilities?
1931,academic_advising,Academic Advising,I need academic advice
1932,academic_advising,Academic Advising,How can I contact an academic advisor?
1933,academic_advising,Academic Advising,Academic advising
1934,academic_advising,Academic Advising,Can I meet an academic advisor?
1935,academic_advising,Academic Advising,I need an advisor to discuss my subject choices
1936,academic_advising,Academic Advising,Who can advise me about my studies?
1937,academic_advising,Academic Advising,Where can I get academic advice?
1938,academic_advising,Academic Advising,How do I book an academic advisor?
1939,academic_advising,Academic Advising,Academic consultation
1940,academic_advising,Academic Advising,I want to talk to my academic advisor
1941,academic_advising,Academic Advising,Can an advisor help me choose subjects?
1942,academic_advising,Academic Advising,Where is the academic office?
1943,academic_advising,Academic Advising,How can I get study advice?
1944,academic_advising,Academic Advising,I need help planning my courses
1945,academic_advising,Academic Advising,Can I speak with a lecturer about my subjects?
1946,academic_advising,Academic Advising,Academic guidance
1947,academic_advising,Academic Advising,Which academic advisor can help me plan course selection?
1948,academic_advising,Academic Advising,I need to consult an advisor about my programme plan
1949,academic_advising,Academic Advising,Can I schedule academic advising?
1950,academic_advising,Academic Advising,Tell me about academic advising
1951,academic_advising,Academic Advising,How do I book a consultation session with my academic advisor?
1952,academic_advising,Academic Advising,Who is assigned as my academic advisor for this year?
1953,academic_advising,Academic Advising,Can an academic advisor help me plan my degree pathway?
1954,academic_advising,Academic Advising,Where can I discuss my academic probation status?
1955,academic_advising,Academic Advising,How do I check who my academic mentor is on the portal?
1956,academic_advising,Academic Advising,Can an academic advisor guide me on dropping a subject?
1957,academic_advising,Academic Advising,How do I schedule a face-to-face meeting with my advisor?
1958,academic_advising,Academic Advising,Where can I get academic counseling for failing a course?
1959,academic_advising,Academic Advising,Can my lecturer advise me on my graduation requirements?
1960,academic_advising,Academic Advising,How do I request a change of academic advisor?
1961,academic_advising,Academic Advising,Where is the academic advising office located?
1962,academic_advising,Academic Advising,What should I prepare before meeting my academic advisor?
1963,academic_advising,Academic Advising,Can an advisor help me check my cumulative GPA requirements?
1964,academic_advising,Academic Advising,How can academic advising help me with credit transfer?
1965,academic_advising,Academic Advising,Who can I talk to if I am struggling academically?
1966,academic_advising,Academic Advising,Can an advisor approve my subject add-drop request?
1967,academic_advising,Academic Advising,How often should I consult my academic advisor?
